"Index","Abs_Change","Pct_Change","Date"
"2,782.10","4.99","0.17","2026-05-27"
"2,777.10","-9.24","-0.33","2026-05-26"
"2,786.35","27.85","1.00","2026-05-25"
"2,758.49","16.38","0.59","2026-05-22"
"2,742.11","-12.36","-0.44","2026-05-21"
"2,754.48","30.08","1.10","2026-05-20"
"2,724.39","-6.51","-0.23","2026-05-19"
"2,730.91","-1.03","-0.03","2026-05-18"
"2,731.94","1.77","0.06","2026-05-15"
"2,730.17","-10.07","-0.36","2026-05-14"
"2,740.25","-4.15","-0.15","2026-05-13"
"2,744.40","-39.44","-1.41","2026-05-12"
"2,783.85","38.19","1.39","2026-05-11"
"2,745.65","27.49","1.01","2026-05-08"
"2,718.16","6.94","0.25","2026-05-07"
"2,711.22","-1.64","-0.06","2026-05-06"
"2,712.86","8.78","0.32","2026-05-05"
"2,704.08","-34.63","-1.26","2026-05-04"
"2,738.72","-5.73","-0.20","2026-04-30"
"2,744.45","-25.81","-0.93","2026-04-29"
"2,770.26","-26.16","-0.93","2026-04-28"
"2,796.43","7.73","0.27","2026-04-27"
"2,788.70","1.54","0.05","2026-04-24"
"2,787.15","-17.01","-0.60","2026-04-23"
"2,804.17","-2.95","-0.10","2026-04-22"
"2,807.12","-18.10","-0.64","2026-04-21"
"2,825.23","-13.17","-0.46","2026-04-20"
"2,838.40","5.36","0.18","2026-04-17"
"2,833.03","-33.83","-1.18","2026-04-16"
"2,866.87","33.27","1.17","2026-04-15"
"2,833.60","-4.18","-0.14","2026-04-13"
"2,837.78","-13.45","-0.47","2026-04-10"
"2,851.24","48.71","1.73","2026-04-09"
"2,802.52","45.12","1.63","2026-04-08"
"2,757.40","-2.61","-0.09","2026-04-07"
"2,760.02","83.33","3.11","2026-04-06"
"2,676.68","-105.50","-3.79","2026-04-05"
"2,782.18","5.82","0.20","2026-04-02"
"2,776.36","-74.73","-2.62","2026-04-01"
"2,851.09","19.70","0.69","2026-03-31"
"2,831.39","-47.71","-1.65","2026-03-30"
"2,879.11","-71.05","-2.40","2026-03-29"
"2,950.16","14.21","0.48","2026-03-26"
"2,935.94","-24.45","-0.82","2026-03-25"
"2,960.40","23.83","0.81","2026-03-24"
"2,936.56","5.01","0.17","2026-03-23"
"2,931.55","54.51","1.89","2026-03-22"
"2,877.03","64.69","2.30","2026-03-19"
"2,812.34","13.51","0.48","2026-03-17"
"2,798.83","-26.07","-0.92","2026-03-16"
"2,824.90","4.45","0.15","2026-03-15"
"2,820.44","23.87","0.85","2026-03-12"
"2,796.57","-46.78","-1.64","2026-03-11"
"2,843.35","-32.08","-1.11","2026-03-10"
"2,875.43","162.93","6.00","2026-03-09"
"2,712.49","38.52","1.44","2026-03-03"
"2,673.97","19.04","0.71","2026-03-01"
"2,654.93","6.03","0.22","2026-02-26"
"2,648.90","10.30","0.39","2026-02-25"
"2,638.60","21.62","0.82","2026-02-24"
"2,616.97","2.41","0.09","2026-02-23"
"2,614.55","-27.59","-1.04","2026-02-22"
"2,642.15","-20.75","-0.77","2026-02-17"
"2,662.91","-8.16","-0.30","2026-02-16"
"2,671.07","8.97","0.33","2026-02-12"
"2,662.09","-0.04","0.00","2026-02-11"
"2,662.14","-10.25","-0.38","2026-02-10"
"2,672.39","-26.05","-0.96","2026-02-09"
"2,698.45","-10.24","-0.37","2026-02-08"
"2,708.70","27.19","1.01","2026-02-05"
"2,681.50","-1.64","-0.06","2026-02-04"
"2,683.15","-12.58","-0.46","2026-02-03"
"2,695.73","1.53","0.05","2026-02-02"
"2,694.20","-19.85","-0.73","2026-02-01"
"2,714.05","-17.53","-0.64","2026-01-29"
"2,731.59","5.08","0.18","2026-01-28"
"2,726.51","-42.58","-1.53","2026-01-27"
"2,769.09","-3.07","-0.11","2026-01-26"
"2,772.17","57.55","2.12","2026-01-25"
"2,714.61","9.23","0.34","2026-01-22"
"2,705.38","-9.43","-0.34","2026-01-21"
"2,714.81","42.26","1.58","2026-01-20"
"2,672.55","31.12","1.17","2026-01-18"
"2,641.43","1.52","0.05","2026-01-14"
"2,639.91","4.90","0.18","2026-01-13"
"2,635.00","-5.54","-0.20","2026-01-12"
"2,640.54","4.59","0.17","2026-01-08"
"2,635.94","-13.35","-0.50","2026-01-07"
"2,649.30","9.93","0.37","2026-01-06"
"2,639.37","28.73","1.10","2026-01-05"
"2,610.63","-10.29","-0.39","2026-01-04"
"2,620.92","-12.83","-0.48","2026-01-01"
"2,633.76","10.87","0.41","2025-12-31"
"2,622.88","-10.53","-0.40","2025-12-29"
"2,633.42","47.55","1.83","2025-12-28"
"2,585.87","1.37","0.05","2025-12-24"
"2,584.49","3.27","0.12","2025-12-23"
"2,581.21","-13.88","-0.53","2025-12-22"
"2,595.10","-19.92","-0.76","2025-12-21"
"2,615.03","-10.66","-0.40","2025-12-18"
"2,625.69","5.70","0.21","2025-12-17"
"2,619.99","18.37","0.70","2025-12-16"
"2,601.61","6.74","0.25","2025-12-15"
"2,594.87","-12.50","-0.47","2025-12-14"
"2,607.37","-1.66","-0.06","2025-12-11"
"2,609.03","-5.03","-0.19","2025-12-10"
"2,614.07","7.39","0.28","2025-12-09"
"2,606.67","-3.02","-0.11","2025-12-08"
"2,609.69","-21.48","-0.81","2025-12-07"
"2,631.17","-13.52","-0.51","2025-12-03"
"2,644.70","-0.53","-0.02","2025-12-02"
"2,645.24","-4.28","-0.16","2025-12-01"
"2,649.52","-26.51","-0.99","2025-11-30"
"2,676.03","10.43","0.39","2025-11-27"
"2,665.60","9.61","0.36","2025-11-26"
"2,655.99","5.32","0.20","2025-11-25"
"2,650.66","50.44","1.94","2025-11-24"
"2,600.22","39.92","1.55","2025-11-23"
"2,560.29","-0.79","-0.03","2025-11-20"
"2,561.08","-4.98","-0.19","2025-11-19"
"2,566.07","15.70","0.61","2025-11-18"
"2,550.36","9.78","0.38","2025-11-17"
"2,540.57","-5.15","-0.20","2025-11-16"
"2,545.73","1.13","0.04","2025-11-13"
"2,544.59","-20.56","-0.80","2025-11-12"
"2,565.16","3.21","0.12","2025-11-11"
"2,561.94","-4.15","-0.16","2025-11-10"
"2,566.09","-30.02","-1.15","2025-11-09"
"2,596.12","-11.29","-0.43","2025-11-06"
"2,607.42","12.17","0.46","2025-11-05"
"2,595.24","-27.64","-1.05","2025-11-04"
"2,622.89","-8.24","-0.31","2025-11-03"
"2,631.14","30.75","1.18","2025-11-02"
"2,600.38","34.22","1.33","2025-10-30"
"2,566.16","-5.17","-0.20","2025-10-29"
"2,571.34","62.29","2.48","2025-10-28"
"2,509.04","5.19","0.20","2025-10-26"
"2,503.85","16.67","0.67","2025-10-19"
"2,487.17","-18.40","-0.73","2025-10-16"
"2,505.58","-22.58","-0.89","2025-10-15"
"2,528.16","-19.43","-0.76","2025-10-14"
"2,547.60","44.25","1.76","2025-10-13"
"2,503.35","-78.83","-3.05","2025-10-12"
"2,582.18","22.59","0.88","2025-10-09"
"2,559.59","-45.36","-1.74","2025-10-08"
"2,604.96","-58.55","-2.19","2025-10-07"
"2,663.51","11.51","0.43","2025-09-28"
"2,652.00","-2.35","-0.08","2025-09-25"
"2,654.35","-27.89","-1.03","2025-09-24"
"2,682.25","58.63","2.23","2025-09-23"
"2,623.62","111.70","4.44","2025-09-21"
"2,511.91","-160.33","-6.00","2025-09-18"
"2,672.25","-35.99","-1.32","2025-09-08"
"2,708.25","-11.52","-0.42","2025-09-07"
"2,719.77","-6.55","-0.24","2025-09-04"
"2,726.33","-15.64","-0.57","2025-09-03"
"2,741.97","-19.89","-0.72","2025-09-02"
"2,761.86","12.03","0.43","2025-09-01"
"2,749.83","-31.17","-1.12","2025-08-31"
"2,781.00","-38.10","-1.35","2025-08-28"
"2,819.10","53.01","1.91","2025-08-27"
"2,766.09","4.83","0.17","2025-08-26"
"2,761.26","21.30","0.77","2025-08-25"
"2,739.95","-18.02","-0.65","2025-08-24"
"2,757.97","-9.22","-0.33","2025-08-21"
"2,767.20","-9.70","-0.34","2025-08-20"
"2,776.90","6.51","0.23","2025-08-19"
"2,770.39","9.16","0.33","2025-08-18"
"2,761.22","-27.14","-0.97","2025-08-17"
"2,788.36","2.62","0.09","2025-08-14"
"2,785.74","-10.50","-0.37","2025-08-13"
"2,796.24","-26.22","-0.92","2025-08-12"
"2,822.46","-27.90","-0.97","2025-08-11"
"2,850.37","18.30","0.64","2025-08-07"
"2,832.06","-1.94","-0.06","2025-08-06"
"2,834.00","-41.35","-1.43","2025-08-05"
"2,875.36","16.46","0.57","2025-08-04"
"2,858.90","-63.73","-2.18","2025-08-03"
"2,922.63","-31.50","-1.06","2025-07-31"
"2,954.14","-47.93","-1.59","2025-07-30"
"3,002.07","30.76","1.03","2025-07-29"
"2,971.31","7.10","0.23","2025-07-28"
"2,964.20","-18.44","-0.61","2025-07-27"
"2,982.64","3.76","0.12","2025-07-24"
"2,978.88","5.17","0.17","2025-07-23"
"2,973.70","80.97","2.79","2025-07-22"
"2,892.72","21.76","0.75","2025-07-21"
"2,870.95","0.32","0.01","2025-07-20"
"2,870.63","75.84","2.71","2025-07-17"
"2,794.78","34.61","1.25","2025-07-16"
"2,760.17","34.46","1.26","2025-07-15"
"2,725.71","-35.09","-1.27","2025-07-14"
"2,760.80","29.00","1.06","2025-07-13"
"2,731.80","25.89","0.95","2025-07-10"
"2,705.90","22.04","0.82","2025-07-09"
"2,683.86","-0.14","0.00","2025-07-08"
"2,684.01","-22.35","-0.82","2025-07-07"
"2,706.36","2.40","0.08","2025-07-06"
"2,703.96","9.14","0.33","2025-07-03"
"2,694.82","34.42","1.29","2025-07-02"
"2,660.39","28.91","1.09","2025-07-01"
"2,631.48","9.19","0.35","2025-06-30"
"2,622.28","26.53","1.02","2025-06-29"
"2,595.74","-4.45","-0.17","2025-06-26"
"2,600.20","-0.33","-0.01","2025-06-25"
"2,600.53","-0.22","0.00","2025-06-24"
"2,600.76","4.78","0.18","2025-06-23"
"2,595.97","-32.93","-1.25","2025-06-22"
"2,628.91","-24.76","-0.93","2025-06-19"
"2,653.68","-1.07","-0.04","2025-06-18"
"2,654.75","-3.90","-0.14","2025-06-17"
"2,658.66","2.80","0.10","2025-06-16"
"2,655.85","0.47","0.01","2025-06-15"
"2,655.38","-9.08","-0.34","2025-06-12"
"2,664.47","-13.69","-0.51","2025-06-11"
"2,678.17","25.07","0.94","2025-06-10"
"2,653.09","23.19","0.88","2025-06-09"
"2,629.89","-11.06","-0.41","2025-06-08"
"2,640.96","-5.99","-0.22","2025-06-05"
"2,646.95","-11.97","-0.45","2025-06-04"
"2,658.93","-35.73","-1.32","2025-06-03"
"2,694.66","1.60","0.05","2025-06-02"
"2,693.06","17.44","0.65","2025-05-28"
"2,675.62","0.85","0.03","2025-05-27"
"2,674.76","-5.21","-0.19","2025-05-26"
"2,679.98","-8.57","-0.31","2025-05-25"
"2,688.55","19.04","0.71","2025-05-22"
"2,669.51","-7.94","-0.29","2025-05-21"
"2,677.45","49.09","1.86","2025-05-20"
"2,628.36","19.30","0.74","2025-05-19"
"2,609.05","-2.79","-0.10","2025-05-18"
"2,611.85","-8.41","-0.32","2025-05-15"
"2,620.27","-13.96","-0.53","2025-05-14"
"2,634.23","-14.87","-0.56","2025-05-13"
"2,649.11","-12.53","-0.47","2025-05-11"
"2,661.64","-12.04","-0.45","2025-05-08"
"2,673.69","62.25","2.38","2025-05-07"
"2,611.43","1.03","0.03","2025-05-06"
"2,610.40","-9.98","-0.38","2025-05-05"
"2,620.39","-3.44","-0.13","2025-05-04"
"2,623.83","-8.14","-0.30","2025-04-30"
"2,631.98","-15.08","-0.57","2025-04-29"
"2,647.07","-14.53","-0.54","2025-04-28"
"2,661.60","3.58","0.13","2025-04-27"
"2,658.02","2.08","0.07","2025-04-24"
"2,655.94","-32.38","-1.20","2025-04-23"
"2,688.32","-9.96","-0.36","2025-04-22"
"2,698.28","-7.75","-0.28","2025-04-21"
"2,706.04","-16.68","-0.61","2025-04-20"
"2,722.73","26.49","0.98","2025-04-17"
"2,696.23","7.01","0.26","2025-04-16"
"2,689.22","27.14","1.01","2025-04-15"
"2,662.08","-8.62","-0.32","2025-04-13"
"2,670.70","-5.57","-0.20","2025-04-10"
"2,676.28","9.66","0.36","2025-04-09"
"2,666.61","-3.44","-0.12","2025-04-08"
"2,670.06","-33.33","-1.23","2025-04-07"
"2,703.39","3.35","0.12","2025-04-03"
"2,700.04","23.86","0.89","2025-04-02"
"2,676.17","-16.95","-0.62","2025-04-01"
"2,693.12","29.82","1.11","2025-03-30"
"2,663.30","41.43","1.58","2025-03-27"
"2,621.86","39.13","1.51","2025-03-26"
"2,582.73","-58.05","-2.19","2025-03-25"
"2,640.78","26.10","0.99","2025-03-24"
"2,614.68","-54.62","-2.04","2025-03-23"
"2,669.31","-12.84","-0.47","2025-03-20"
"2,682.15","-14.88","-0.55","2025-03-19"
"2,697.04","-7.66","-0.28","2025-03-18"
"2,704.70","-10.14","-0.37","2025-03-17"
"2,714.85","-21.63","-0.79","2025-03-16"
"2,736.48","17.28","0.63","2025-03-12"
"2,719.20","-32.21","-1.17","2025-03-11"
"2,751.42","-20.68","-0.74","2025-03-10"
"2,772.10","-46.33","-1.64","2025-03-09"
"2,818.43","-2.70","-0.09","2025-03-06"
"2,821.13","-25.16","-0.88","2025-03-05"
"2,846.30","-30.36","-1.05","2025-03-04"
"2,876.66","-13.62","-0.47","2025-03-03"
"2,890.28","75.24","2.67","2025-03-02"
"2,815.04","49.15","1.77","2025-02-27"
"2,765.88","7.13","0.25","2025-02-25"
"2,758.75","3.35","0.12","2025-02-24"
"2,755.40","11.66","0.42","2025-02-23"
"2,743.74","3.14","0.11","2025-02-20"
"2,740.59","12.68","0.46","2025-02-18"
"2,727.91","29.87","1.10","2025-02-17"
"2,698.03","19.56","0.73","2025-02-16"
"2,678.47","-7.26","-0.27","2025-02-13"
"2,685.73","1.86","0.06","2025-02-12"
"2,683.86","6.54","0.24","2025-02-11"
"2,677.32","-10.98","-0.40","2025-02-10"
"2,688.31","-11.49","-0.42","2025-02-09"
"2,699.81","-11.64","-0.42","2025-02-06"
"2,711.45","-4.45","-0.16","2025-02-05"
"2,715.91","-14.08","-0.51","2025-02-04"
"2,730.00","2.41","0.08","2025-02-03"
"2,727.58","69.80","2.62","2025-02-02"
"2,657.77","24.50","0.93","2025-01-28"
"2,633.27","-10.66","-0.40","2025-01-27"
"2,643.93","-10.41","-0.39","2025-01-26"
"2,654.35","-11.10","-0.41","2025-01-23"
"2,665.45","52.36","2.00","2025-01-22"
"2,613.08","5.08","0.19","2025-01-21"
"2,607.99","6.78","0.26","2025-01-20"
"2,601.21","12.58","0.48","2025-01-19"
"2,588.62","-7.33","-0.28","2025-01-16"
"2,595.96","1.83","0.07","2025-01-15"
"2,594.13","-15.54","-0.59","2025-01-13"
"2,609.67","-25.41","-0.96","2025-01-12"
"2,635.09","-18.14","-0.68","2025-01-09"
"2,653.23","6.38","0.24","2025-01-08"
"2,646.84","6.16","0.23","2025-01-07"
"2,640.68","49.12","1.89","2025-01-06"
"2,591.56","5.32","0.20","2025-01-05"
"2,586.23","4.63","0.17","2025-01-02"
"2,581.60","5.10","0.19","2025-01-01"
"2,576.50","-33.08","-1.26","2024-12-31"
"2,609.58","-21.12","-0.80","2024-12-29"
"2,630.71","4.19","0.15","2024-12-26"
"2,626.31","14.11","0.54","2024-12-24"
"2,612.20","28.91","1.11","2024-12-23"
"2,583.29","-13.53","-0.52","2024-12-22"
"2,596.82","-31.43","-1.19","2024-12-19"
"2,628.26","-5.60","-0.21","2024-12-18"
"2,633.87","2.95","0.11","2024-12-17"
"2,630.91","-51.37","-1.91","2024-12-16"
"2,682.29","-33.42","-1.23","2024-12-12"
"2,715.71","45.88","1.71","2024-12-11"
"2,669.82","-6.32","-0.23","2024-12-10"
"2,676.15","-12.84","-0.47","2024-12-09"
"2,689.00","-45.93","-1.67","2024-12-08"
"2,734.93","-15.93","-0.57","2024-12-05"
"2,750.87","-24.97","-0.89","2024-12-04"
"2,775.85","17.80","0.64","2024-12-03"
"2,758.04","19.97","0.72","2024-12-02"
"2,738.06","-9.99","-0.36","2024-12-01"
"2,748.05","-8.30","-0.30","2024-11-28"
"2,756.36","39.70","1.46","2024-11-27"
"2,716.66","33.41","1.24","2024-11-26"
"2,683.24","15.83","0.59","2024-11-25"
"2,667.40","-13.03","-0.48","2024-11-24"
"2,680.44","-31.31","-1.15","2024-11-21"
"2,711.75","9.09","0.33","2024-11-20"
"2,702.65","-51.11","-1.85","2024-11-19"
"2,753.76","4.98","0.18","2024-11-17"
"2,748.78","13.95","0.51","2024-11-14"
"2,734.83","-14.12","-0.51","2024-11-13"
"2,748.96","-11.24","-0.40","2024-11-12"
"2,760.21","22.14","0.80","2024-11-11"
"2,738.06","62.54","2.33","2024-11-10"
"2,675.51","-1.88","-0.07","2024-11-06"
"2,677.40","-0.21","0.00","2024-11-05"
"2,677.62","-14.43","-0.53","2024-10-30"
"2,692.05","46.69","1.76","2024-10-29"
"2,645.36","27.41","1.04","2024-10-28"
"2,617.95","-9.19","-0.34","2024-10-27"
"2,627.14","-18.25","-0.68","2024-10-24"
"2,645.39","-20.41","-0.76","2024-10-23"
"2,665.81","25.88","0.98","2024-10-22"
"2,639.92","-57.99","-2.14","2024-10-21"
"2,697.91","-47.44","-1.72","2024-10-20"
"2,745.36","2.47","0.09","2024-10-17"
"2,742.88","43.22","1.60","2024-10-16"
"2,699.66","31.48","1.17","2024-10-15"
"2,668.17","4.85","0.18","2024-10-09"
"2,663.32","-27.39","-1.01","2024-10-08"
"2,690.72","37.13","1.39","2024-10-07"
"2,653.58","56.09","2.15","2024-10-06"
"2,597.49","-26.07","-0.99","2024-10-02"
"2,623.56","114.70","4.57","2024-10-01"
"2,508.86","44.45","1.80","2024-09-30"
"2,464.40","-22.36","-0.89","2024-09-29"
"2,486.76","-32.81","-1.30","2024-09-26"
"2,519.57","49.18","1.99","2024-09-25"
"2,470.39","-58.93","-2.33","2024-09-24"
"2,529.33","-59.02","-2.28","2024-09-23"
"2,588.35","11.58","0.44","2024-09-22"
"2,576.76","-4.00","-0.15","2024-09-18"
"2,580.76","-57.03","-2.16","2024-09-16"
"2,637.79","-50.73","-1.88","2024-09-15"
"2,688.53","78.31","3.00","2024-09-12"
"2,610.21","-22.73","-0.86","2024-09-11"
"2,632.94","-13.09","-0.49","2024-09-10"
"2,646.03","-55.86","-2.06","2024-09-09"
"2,701.90","-25.46","-0.93","2024-09-08"
"2,727.36","-12.10","-0.44","2024-09-05"
"2,739.46","-90.73","-3.20","2024-09-04"
"2,830.16","6.90","0.24","2024-09-03"
"2,823.25","127.32","4.72","2024-09-02"
"2,695.93","-53.63","-1.95","2024-09-01"
"2,749.57","-36.83","-1.32","2024-08-29"
"2,786.40","3.80","0.13","2024-08-28"
"2,782.60","-111.96","-3.86","2024-08-27"
"2,894.57","-79.88","-2.68","2024-08-25"
"2,974.46","6.01","0.20","2024-08-22"
"2,968.44","2.11","0.07","2024-08-21"
"2,966.33","-34.48","-1.15","2024-08-18"
"3,000.81","43.05","1.45","2024-08-15"
"2,957.75","34.29","1.17","2024-08-14"
"2,923.46","-8.18","-0.27","2024-08-13"
"2,931.65","70.81","2.47","2024-08-12"
"2,860.91","94.46","3.41","2024-08-11"
"2,766.38","6.70","0.24","2024-08-08"
"2,759.67","108.35","4.08","2024-08-07"
"2,651.32","-145.05","-5.18","2024-08-06"
"2,796.38","40.76","1.47","2024-08-05"
"2,755.62","-5.29","-0.19","2024-08-01"
"2,760.90","64.25","2.38","2024-07-31"
"2,696.65","35.55","1.33","2024-07-30"
"2,661.09","-20.46","-0.76","2024-07-29"
"2,681.56","113.42","4.41","2024-07-28"
"2,568.11","32.00","1.26","2024-07-25"
"2,536.11","-27.32","-1.06","2024-07-24"
"2,563.43","75.33","3.02","2024-07-23"
"2,488.09","2.15","0.08","2024-07-22"
"2,485.94","61.61","2.54","2024-07-21"
"2,424.32","59.68","2.52","2024-07-18"
"2,364.63","54.04","2.33","2024-07-17"
"2,310.59","70.18","3.13","2024-07-16"
"2,240.41","-17.18","-0.76","2024-07-15"
"2,257.59","52.97","2.40","2024-07-14"
"2,204.61","29.21","1.34","2024-07-11"
"2,175.40","23.25","1.08","2024-07-10"
"2,152.14","15.79","0.73","2024-07-09"
"2,136.35","-4.62","-0.21","2024-07-08"
"2,140.97","21.27","1.00","2024-07-07"
"2,119.70","15.46","0.73","2024-07-04"
"2,104.22","3.79","0.18","2024-07-03"
"2,100.43","47.04","2.29","2024-07-02"
"2,053.38","16.29","0.80","2024-07-01"
"2,037.09","-14.83","-0.72","2024-06-30"
"2,051.92","-8.24","-0.40","2024-06-27"
"2,060.16","-11.60","-0.56","2024-06-26"
"2,071.77","5.60","0.27","2024-06-25"
"2,066.16","3.21","0.15","2024-06-24"
"2,062.94","-5.37","-0.25","2024-06-23"
"2,068.31","-10.44","-0.50","2024-06-20"
"2,078.76","2.27","0.10","2024-06-19"
"2,076.49","-18.76","-0.89","2024-06-18"
"2,095.25","-17.04","-0.80","2024-06-16"
"2,112.29","-9.32","-0.43","2024-06-13"
"2,121.62","6.37","0.30","2024-06-12"
"2,115.24","33.15","1.59","2024-06-11"
"2,082.09","8.90","0.42","2024-06-10"
"2,073.19","-4.59","-0.22","2024-06-09"
"2,077.78","-1.93","-0.09","2024-06-06"
"2,079.71","-5.58","-0.26","2024-06-05"
"2,085.30","6.22","0.29","2024-06-04"
"2,079.07","-3.97","-0.19","2024-06-03"
"2,083.04","13.51","0.65","2024-06-02"
"2,069.53","-19.89","-0.95","2024-05-30"
"2,089.42","-23.81","-1.12","2024-05-29"
"2,113.27","3.93","0.18","2024-05-27"
"2,109.34","-22.14","-1.03","2024-05-26"
"2,131.49","15.54","0.73","2024-05-22"
"2,115.94","23.94","1.14","2024-05-21"
"2,092.00","27.54","1.33","2024-05-20"
"2,064.45","45.69","2.26","2024-05-19"
"2,018.76","0.79","0.03","2024-05-16"
"2,017.97","-9.54","-0.47","2024-05-15"
"2,027.51","28.62","1.43","2024-05-14"
"1,998.89","24.39","1.23","2024-05-13"
"1,974.50","8.26","0.42","2024-05-12"
"1,966.23","5.63","0.28","2024-05-09"
"1,960.60","-0.21","-0.01","2024-05-08"
"1,960.81","2.06","0.10","2024-05-07"
"1,958.75","-15.62","-0.79","2024-05-06"
"1,974.37","-24.58","-1.23","2024-05-05"
"1,998.96","-7.31","-0.36","2024-05-02"
"2,006.28","25.93","1.30","2024-04-30"
"1,980.34","0.07","0.00","2024-04-29"
"1,980.27","14.33","0.72","2024-04-28"
"1,965.93","-3.24","-0.16","2024-04-25"
"1,969.17","0.15","0.00","2024-04-24"
"1,969.02","-15.41","-0.77","2024-04-22"
"1,984.43","12.29","0.62","2024-04-21"
"1,972.14","-19.56","-0.98","2024-04-18"
"1,991.71","-14.81","-0.73","2024-04-16"
"2,006.52","-16.82","-0.83","2024-04-15"
"2,023.35","-2.35","-0.11","2024-04-14"
"2,025.30","-10.71","-0.52","2024-04-10"
"2,036.01","9.19","0.45","2024-04-09"
"2,026.81","22.75","1.13","2024-04-07"
"2,004.05","-2.73","-0.13","2024-04-04"
"2,006.78","-3.43","-0.17","2024-04-03"
"2,010.21","-1.85","-0.09","2024-04-02"
"2,012.07","-6.26","-0.31","2024-04-01"
"2,018.33","-17.30","-0.85","2024-03-31"
"2,035.64","4.78","0.23","2024-03-28"
"2,030.86","-10.83","-0.53","2024-03-27"
"2,041.70","10.14","0.49","2024-03-26"
"2,031.55","-17.01","-0.83","2024-03-25"
"2,048.57","-15.37","-0.74","2024-03-21"
"2,063.95","-3.34","-0.16","2024-03-20"
"2,067.29","-6.24","-0.30","2024-03-19"
"2,073.53","3.27","0.15","2024-03-18"
"2,070.25","-10.62","-0.51","2024-03-17"
"2,080.87","-27.84","-1.32","2024-03-14"
"2,108.72","-2.48","-0.11","2024-03-13"
"2,111.21","58.55","2.85","2024-03-12"
"2,052.65","22.10","1.08","2024-03-10"
"2,030.55","13.51","0.67","2024-03-07"
"2,017.03","9.33","0.46","2024-03-06"
"2,007.69","-70.31","-3.38","2024-03-05"
"2,078.00","117.70","6.00","2024-03-04"
"1,960.30","-11.78","-0.59","2024-03-03"
"1,972.09","-28.68","-1.43","2024-02-29"
"2,000.77","-0.87","-0.04","2024-02-28"
"2,001.64","9.34","0.46","2024-02-27"
"1,992.30","13.28","0.67","2024-02-26"
"1,979.02","-26.81","-1.33","2024-02-25"
"2,005.83","-20.76","-1.02","2024-02-22"
"2,026.59","-6.46","-0.31","2024-02-21"
"2,033.06","-1.76","-0.08","2024-02-20"
"2,034.82","-27.21","-1.31","2024-02-18"
"2,062.03","-14.46","-0.69","2024-02-15"
"2,076.50","5.91","0.28","2024-02-14"
"2,070.59","-30.56","-1.45","2024-02-13"
"2,101.16","15.33","0.73","2024-02-12"
"2,085.82","-10.50","-0.50","2024-02-11"
"2,096.32","5.68","0.27","2024-02-08"
"2,090.64","4.92","0.23","2024-02-07"
"2,085.71","9.44","0.45","2024-02-06"
"2,076.27","14.57","0.70","2024-02-05"
"2,061.70","-5.31","-0.25","2024-02-04"
"2,067.01","-30.92","-1.47","2024-02-01"
"2,097.93","-21.67","-1.02","2024-01-31"
"2,119.61","14.88","0.70","2024-01-30"
"2,104.72","10.26","0.48","2024-01-29"
"2,094.46","10.37","0.49","2024-01-28"
"2,084.09","-3.94","-0.18","2024-01-25"
"2,088.04","-10.25","-0.48","2024-01-24"
"2,098.29","-0.40","-0.01","2024-01-23"
"2,098.69","-31.49","-1.47","2024-01-22"
"2,130.18","-25.63","-1.18","2024-01-21"
"2,155.82","-7.24","-0.33","2024-01-18"
"2,163.06","-12.10","-0.55","2024-01-17"
"2,175.17","54.54","2.57","2024-01-16"
"2,120.62","31.62","1.51","2024-01-14"
"2,088.99","-0.62","-0.03","2024-01-11"
"2,089.62","9.50","0.45","2024-01-10"
"2,080.12","20.62","1.00","2024-01-09"
"2,059.49","36.57","1.80","2024-01-08"
"2,022.92","-26.36","-1.28","2024-01-07"
"2,049.28","-8.71","-0.42","2024-01-04"
"2,058.00","27.90","1.37","2024-01-03"
"2,030.10","-30.05","-1.45","2024-01-02"
"2,060.15","-8.75","-0.42","2024-01-01"
"2,068.90","-1.93","-0.09","2023-12-28"
"2,070.84","-17.23","-0.82","2023-12-27"
"2,088.07","-21.03","-0.99","2023-12-24"
"2,109.10","-32.77","-1.53","2023-12-21"
"2,141.87","35.39","1.68","2023-12-20"
"2,106.48","45.98","2.23","2023-12-19"
"2,060.49","38.14","1.88","2023-12-18"
"2,022.35","27.75","1.39","2023-12-17"
"1,994.60","6.55","0.32","2023-12-14"
"1,988.04","2.60","0.13","2023-12-13"
"1,985.44","36.86","1.89","2023-12-12"
"1,948.57","-15.40","-0.78","2023-12-11"
"1,963.98","111.20","6.00","2023-12-10"
"1,852.77","11.73","0.63","2023-12-07"
"1,841.04","3.33","0.18","2023-12-06"
"1,837.71","-10.10","-0.54","2023-12-05"
"1,847.81","-3.42","-0.18","2023-12-04"
"1,851.23","-7.29","-0.39","2023-12-03"
"1,858.53","-18.06","-0.96","2023-11-30"
"1,876.60","-17.93","-0.94","2023-11-29"
"1,894.53","-2.17","-0.11","2023-11-28"
"1,896.67","-11.27","-0.59","2023-11-27"
"1,907.95","47.75","2.56","2023-11-26"
"1,860.20","9.87","0.53","2023-11-23"
"1,850.33","20.67","1.13","2023-11-22"
"1,829.65","-23.82","-1.28","2023-11-21"
"1,853.48","1.39","0.07","2023-11-20"
"1,852.08","-11.85","-0.63","2023-11-09"
"1,863.94","5.17","0.27","2023-11-08"
"1,858.76","11.22","0.60","2023-11-07"
"1,847.54","21.30","1.16","2023-11-06"
"1,826.23","-21.46","-1.16","2023-11-05"
